Date,VVIX_Close,VVIX_Close_Lag_1,VVIX_Close_Lag_5,VVIX_Close_Lag_10,VVIX_Close_Lag_21,VVIX_Close_Pct_Change,VVIX_Close_Log_Return,VVIX_Close_Rolling_Mean_5,VVIX_Close_Rolling_Mean_21,VIX_Close,SPX_Close
2007-02-02,72.44000244140625,73.5,81.36000061035156,82.48999786376953,87.62999725341797,-0.014421735491071397,-0.014526739501118238,76.76000061035157,83.500000726609,10.079999923706055,1448.3900146484375
2007-02-05,70.29000091552734,72.44000244140625,81.68000030517578,84.43000030517578,88.19000244140625,-0.02967975501682174,-0.030129112504857492,74.48200073242188,82.64761970156715,10.550000190734863,1446.989990234375
2007-02-06,68.55000305175781,70.29000091552734,78.9000015258789,81.4800033569336,90.16999816894533,-0.024754557420771928,-0.025066103685779318,72.41200103759766,81.61809612455822,10.649999618530273,1448.0
2007-02-07,70.31999969482422,68.55000305175781,77.27999877929688,77.51000213623047,92.04000091552734,0.025820518807708748,0.025492798510070726,71.02000122070312,80.58381035214379,10.319999694824219,1450.02001953125
2007-02-08,73.18000030517578,70.31999969482422,73.5,80.44999694824219,92.76000213623048,0.04067122614851293,0.03986591472416142,70.95600128173828,79.65142931256976,10.4399995803833,1448.31005859375
2007-02-09,74.38999938964844,73.18000030517578,72.44000244140625,81.36000061035156,93.77999877929688,0.01653455970793538,0.016399352237228982,71.34600067138672,78.72809600830078,11.100000381469727,1438.06005859375
2007-02-12,79.12000274658203,74.38999938964844,70.29000091552734,81.68000030517578,85.97000122070312,0.06358386067673205,0.06164420603008969,73.11200103759765,78.4019056047712,11.609999656677246,1433.3699951171875
2007-02-13,75.72000122070312,79.12000274658203,68.55000305175781,78.9000015258789,85.18000030517578,-0.042972717490531,-0.043923379566187526,74.54600067138672,77.95142945789155,10.34000015258789,1444.260009765625
2007-02-14,74.0,75.72000122070312,70.31999969482422,77.27999877929688,85.30000305175781,-0.022715282527397074,-0.02297724925822959,75.28200073242188,77.41333407447452,10.229999542236328,1455.300048828125
2007-02-15,70.33999633789062,74.0,73.18000030517578,73.5,84.93000030517578,-0.049459508947424013,-0.050724518221305664,74.71399993896485,76.71857198079427,10.220000267028809,1456.81005859375
2007-02-16,70.73999786376953,70.33999633789062,74.38999938964844,72.44000244140625,83.66000366210938,0.005686686760081994,0.005670578596131334,73.98399963378907,76.10333360944476,10.020000457763672,1455.5400390625
2007-02-20,65.87000274658203,70.73999786376953,79.12000274658203,70.29000091552734,82.48999786376953,-0.06884358586730654,-0.0713280092293851,71.33399963378906,75.31190527053107,10.239999771118164,1459.6800537109375
2007-02-21,67.37000274658203,65.87000274658203,75.72000122070312,68.55000305175781,84.43000030517578,0.022772125967124524,0.022516711391578785,69.66399993896485,74.49952443440755,10.199999809265137,1457.6300048828125
2007-02-22,66.05000305175781,67.37000274658203,74.0,70.31999969482422,81.4800033569336,-0.019593285453609166,-0.019787778569103957,68.07400054931641,73.76476251511346,10.180000305175781,1456.3800048828125
2007-02-23,70.70999908447266,66.05000305175781,70.33999633789062,73.18000030517578,77.51000213623047,0.07055254833316504,0.06817491549642814,68.14800109863282,73.44095284598214,10.579999923706055,1451.18994140625
2007-02-26,70.33000183105469,70.70999908447266,70.73999786376953,74.38999938964844,80.44999694824219,-0.005374024301202596,-0.0053885163133999825,68.06600189208984,72.95904831659226,11.149999618530273,1449.3699951171875
2007-02-27,110.41999816894533,70.33000183105469,65.87000274658203,79.12000274658203,81.36000061035156,0.5700269485872334,0.451092783918149,76.97600097656252,74.34285772414435,18.309999465942383,1399.0400390625
2007-02-28,91.63999938964844,110.41999816894533,67.37000274658203,75.72000122070312,81.68000030517578,-0.1700778762064733,-0.18642340934828586,81.83000030517579,74.81714339483352,15.420000076293945,1406.8199462890625
2007-03-01,99.47000122070312,91.63999938964844,66.05000305175781,74.0,78.9000015258789,0.08544305852471612,0.08198825251141915,88.51399993896484,75.79666718982514,15.819999694824219,1403.1700439453125
2007-03-02,104.16999816894533,99.47000122070312,70.70999908447266,70.33999633789062,77.27999877929688,0.04725039600445857,0.04616805898239913,95.20599975585938,77.07714335123698,18.610000610351562,1387.1700439453125
2007-03-05,101.1999969482422,104.16999816894533,70.33000183105469,70.73999786376953,73.5,-0.028511099864725997,-0.028925435721139633,101.37999877929687,78.3961908249628,19.6299991607666,1374.1199951171875
2007-03-06,93.6500015258789,101.1999969482422,110.41999816894533,65.87000274658203,72.44000244140625,-0.07460470009919729,-0.07753428151413648,98.0259994506836,79.40619078136626,15.960000038146973,1395.4100341796875
2007-03-07,94.41000366210938,93.6500015258789,91.63999938964844,67.37000274658203,70.29000091552734,0.008115345689775122,0.008082593350328265,98.58000030517579,80.55476234072731,15.239999771118164,1391.969970703125
2007-03-08,93.97000122070312,94.41000366210938,99.47000122070312,66.05000305175781,68.55000305175781,-0.004660548928490771,-0.004671443148524102,97.48000030517578,81.76523844401042,14.289999961853027,1401.8900146484375
2007-03-09,91.81999969482422,93.97000122070312,104.16999816894533,70.70999908447266,70.31999969482422,-0.022879658379798218,-0.0231454598878777,95.01000061035157,82.78904796781994,14.09000015258789,1402.8399658203125
